Wavenumber;Absorbance
3999,6401;-0,0011940981
3998,6735362781956;-0,0004675677
3997,7069725563906;0,00031412486
3996,7404088345866;-0,00020034846
3995,7738451127816;-0,00091796863
3994,8072813909776;-0,0004427763
3993,8407176691726;0,0006236326
3992,8741539473685;0,0010941377
3991,9075902255636;0,0015172373
3990,9410265037595;0,0028362374
3989,9744627819546;0,0045053298
3989,0078990601505;0,0056424104
3988,0413353383456;0,00678749
3987,0747716165415;0,008606629
3986,1082078947366;0,010253137
3985,1416441729325;0,010841839
3984,1750804511275;0,011131714
3983,2085167293235;0,012300037
3982,2419530075185;0,014211546
3981,2753892857145;0,015598683
3980,3088255639095;0,016140757
3979,3422618421055;0,016627388
3978,3756981203005;0,017031027
3977,4091343984965;0,017152341
3976,4425706766915;0,017522626
3975,4760069548865;0,018551996
3974,5094432330825;0,019702684
3973,5428795112775;0,02050865
3972,5763157894735;0,021465821
3971,6097520676685;0,023021258
3970,6431883458645;0,02478209
3969,6766246240595;0,026245378
3968,7100609022555;0,027488172
3967,7434971804505;0,02849405
3966,7769334586465;0,028841028
3965,8103697368415;0,02857087
3964,8438060150374;0,028312549
3963,8772422932325;0,028137028
3962,9106785714284;0,027258612
3961,9441148496235;0,025362136
3960,9775511278194;0,023230657
3960,0109874060145;0,021455761
3959,0444236842104;0,019781398
3958,0778599624055;0,017823555
3957,1112962406014;0,015833981
3956,1447325187964;0,014189259
3955,1781687969924;0,012723931
3954,2116050751874;0,011267271
3953,2450413533834;0,010112877
3952,2784776315784;0,009387608
3951,3119139097744;0,008591286
3950,3453501879694;0,0073520653
3949,3787864661654;0,006012547
3948,4122227443604;0,0049344483
3947,4456590225564;0,00383114
3946,4790953007514;0,0023914278
3945,5125315789473;0,0010526177
3944,5459678571424;0,0004008749
3943,5794041353383;0,00027496702
3942,6128404135334;-4,24095e-05
3941,6462766917293;-0,0009287143
3940,6797129699244;-0,0021354982
3939,7131492481203;-0,0034221173
3938,7465855263154;-0,004721685
3937,7800218045113;-0,0058531035
3936,8134580827063;-0,0066783093
3935,8468943609023;-0,0074275616
3934,8803306390973;-0,008314312
3933,9137669172933;-0,0091319075
3932,9472031954883;-0,009612892
3931,9806394736843;-0,009885007
3931,0140757518793;-0,010125618
3930,0475120300753;-0,010060064
3929,0809483082703;-0,00935254
3928,1143845864663;-0,008206121
3927,1478208646613;-0,007177368
3926,1812571428572;-0,0065453933
3925,2146934210523;-0,006356572
3924,2481296992482;-0,006784045
3923,2815659774433;-0,007948176
3922,3150022556392;-0,009642318
3921,3484385338343;-0,011598337
3920,38187481203;-0,013759141
3919,4153110902253;-0,01599002
3918,448747368421;-0,017840328
3917,4821836466162;-0,018975455
3916,515619924812;-0,019776851
3915,5490562030072;-0,020869106
3914,582492481203;-0,02231339
3913,6159287593982;-0,023682581
3912,649365037594;-0,024815299
3911,682801315789;-0,025846802
3910,716237593985;-0,026756648
3909,74967387218;-0,027402526
3908,783110150376;-0,027850965
3907,816546428571;-0,028262338
3906,8499827067662;-0,028567294
3905,883418984962;-0,028681325
3904,9168552631572;-0,028818335
3903,950291541353;-0,02916256
3902,983727819548;-0,0295197
3902,017164097744;-0,02964388
3901,050600375939;-0,029652638
3900,084036654135;-0,029739622
3899,11747293233;-0,029753452
3898,150909210526;-0,0294645
3897,184345488721;-0,029032322
3896,217781766917;-0,028727103
3895,251218045112;-0,02846037
3894,284654323308;-0,028095711
3893,318090601503;-0,027837912
3892,351526879699;-0,027889559
3891,384963157894;-0,027970932
3890,41839943609;-0,027721701
3889,451835714285;-0,027231336
3888,485271992481;-0,02679341
3887,518708270676;-0,026394516
3886,552144548872;-0,025869997
3885,585580827067;-0,025283858
3884,619017105263;-0,024746258
3883,652453383458;-0,02412049
3882,685889661654;-0,023282483
3881,719325939849;-0,02244827
3880,752762218045;-0,021840636
3879,78619849624;-0,021273673
3878,819634774436;-0,020516062
3877,853071052631;-0,019671699
3876,886507330827;-0,018884163
3875,919943609022;-0,017989319
3874,953379887218;-0,016797291
3873,986816165413;-0,015482673
3873,020252443609;-0,014343623
3872,053688721804;-0,013366532
3871,087125;-0,012409038
3870,120561278195;-0,011510224
3869,153997556391;-0,010713941
3868,187433834586;-0,0098742535
3867,220870112782;-0,008889317
3866,254306390977;-0,0078958925
3865,287742669173;-0,0069684098
3864,321178947368;-0,005912923
3863,354615225564;-0,0045973156
3862,388051503759;-0,0032358791
3861,421487781955;-0,0021531705
3860,45492406015;-0,0014755338
3859,488360338346;-0,0012210273
3858,521796616541;-0,0013520482
3857,555232894737;-0,0015849537
3856,588669172932;-0,0014828976
3855,622105451128;-0,0008455853
3854,655541729323;9,245381e-05
3853,688978007519;0,0010367747
3852,722414285714;0,001891827
3851,75585056391;0,002616909
3850,789286842105;0,0031025612
3849,822723120301;0,0033487463
3848,856159398496;0,0035049752
3847,889595676692;0,003643952
3846,923031954887;0,003733041
3845,956468233083;0,003840299
3844,989904511278;0,0041145314
3844,023340789474;0,004520128
3843,056777067669;0,0048832106
3842,090213345865;0,0052192654
3841,12364962406;0,005716332
3840,157085902256;0,0063616484
3839,190522180451;0,006923044
3838,223958458646;0,0073420904
3837,257394736842;0,0077950046
