3.991926e+002,0.000000e+000
4.001568e+002,1.971989e-001
4.011211e+002,1.947527e-001
4.020853e+002,1.919714e-001
4.030495e+002,1.881181e-001
4.040138e+002,1.847225e-001
4.049780e+002,1.821242e-001
4.059422e+002,1.790191e-001
4.069065e+002,1.754345e-001
4.078707e+002,1.729960e-001
4.088349e+002,1.716836e-001
4.097992e+002,1.695492e-001
4.107634e+002,1.661609e-001
4.117276e+002,1.631865e-001
4.126919e+002,1.612080e-001
4.136561e+002,1.588260e-001
4.146203e+002,1.556279e-001
4.155846e+002,1.531177e-001
4.165488e+002,1.520118e-001
4.175130e+002,1.508336e-001
4.184773e+002,1.477590e-001
4.194415e+002,1.442509e-001
4.204057e+002,1.423759e-001
4.213700e+002,1.409898e-001
4.223342e+002,1.391733e-001
4.232984e+002,1.377029e-001
4.242627e+002,1.371535e-001
4.252269e+002,1.365478e-001
4.261911e+002,1.349926e-001
4.271554e+002,1.331425e-001
4.281196e+002,1.318359e-001
4.290838e+002,1.310383e-001
4.300481e+002,1.306211e-001
4.310123e+002,1.309750e-001
4.319765e+002,1.319377e-001
4.329408e+002,1.322763e-001
4.339050e+002,1.313488e-001
4.348692e+002,1.298361e-001
4.358335e+002,1.283856e-001
4.367977e+002,1.266619e-001
4.377619e+002,1.244005e-001
4.387262e+002,1.221466e-001
4.396904e+002,1.201730e-001
4.406546e+002,1.179763e-001
4.416189e+002,1.153258e-001
4.425831e+002,1.129340e-001
4.435473e+002,1.112794e-001
4.445116e+002,1.096754e-001
4.454758e+002,1.075747e-001
4.464400e+002,1.054992e-001
4.474043e+002,1.039659e-001
4.483685e+002,1.025412e-001
4.493327e+002,1.007266e-001
4.502970e+002,9.885852e-002
4.512612e+002,9.731481e-002
4.522254e+002,9.572010e-002
4.531897e+002,9.377750e-002
4.541539e+002,9.211266e-002
4.551181e+002,9.128004e-002
4.560824e+002,9.079359e-002
4.570466e+002,8.981217e-002
4.580108e+002,8.853153e-002
4.589751e+002,8.776170e-002
4.599393e+002,8.744176e-002
4.609035e+002,8.709129e-002
4.618678e+002,8.676776e-002
4.628320e+002,8.657920e-002
4.637962e+002,8.603837e-002
4.647605e+002,8.476493e-002
4.657247e+002,8.320513e-002
4.666889e+002,8.199050e-002
4.676532e+002,8.104109e-002
4.686174e+002,7.996451e-002
4.695816e+002,7.896265e-002
4.705459e+002,7.846878e-002
4.715101e+002,7.832805e-002
4.724743e+002,7.803854e-002
4.734386e+002,7.762156e-002
4.744028e+002,7.735497e-002
4.753670e+002,7.701443e-002
4.763313e+002,7.625339e-002
4.772955e+002,7.526402e-002
4.782597e+002,7.446698e-002
4.792240e+002,7.391115e-002
4.801882e+002,7.348453e-002
4.811524e+002,7.335564e-002
4.821167e+002,7.356361e-002
4.830809e+002,7.353390e-002
4.840451e+002,7.277094e-002
4.850094e+002,7.160112e-002
4.859736e+002,7.063901e-002
4.869378e+002,6.986722e-002
4.879021e+002,6.899288e-002
4.888663e+002,6.817733e-002
4.898305e+002,6.770863e-002
4.907948e+002,6.736235e-002
4.917590e+002,6.672770e-002
4.927232e+002,6.595063e-002
4.936875e+002,6.544869e-002
4.946517e+002,6.514273e-002
4.956159e+002,6.470967e-002
4.965802e+002,6.423806e-002
4.975444e+002,6.403096e-002
4.985086e+002,6.401145e-002
4.994729e+002,6.391671e-002
5.004371e+002,6.383488e-002
5.014013e+002,6.395625e-002
5.023656e+002,6.402666e-002
5.033298e+002,6.372880e-002
5.042940e+002,6.332782e-002
5.052583e+002,6.325100e-002
5.062225e+002,6.340235e-002
5.071867e+002,6.340116e-002
5.081510e+002,6.326257e-002
5.091152e+002,6.324904e-002
5.100794e+002,6.330716e-002
5.110437e+002,6.322037e-002
5.120079e+002,6.309890e-002
5.129722e+002,6.318753e-002
5.139364e+002,6.336424e-002
5.149006e+002,6.337524e-002
5.158649e+002,6.336198e-002
5.168291e+002,6.374726e-002
5.177933e+002,6.465691e-002
5.187576e+002,6.589275e-002
5.197218e+002,6.726264e-002
5.206860e+002,6.847446e-002
5.216503e+002,6.903137e-002
5.226145e+002,6.878185e-002
5.235787e+002,6.813167e-002
5.245430e+002,6.749833e-002
5.255072e+002,6.680965e-002
5.264714e+002,6.592125e-002
5.274357e+002,6.516722e-002
5.283999e+002,6.491967e-002
5.293641e+002,6.504954e-002
5.303284e+002,6.521781e-002
5.312926e+002,6.540389e-002
5.322568e+002,6.572680e-002
5.332211e+002,6.604961e-002
5.341853e+002,6.622142e-002
5.351495e+002,6.645501e-002
5.361138e+002,6.701259e-002
5.370780e+002,6.769288e-002
5.380422e+002,6.803625e-002
5.390065e+002,6.788076e-002
5.399707e+002,6.732962e-002
5.409349e+002,6.647165e-002
5.418992e+002,6.548113e-002
5.428634e+002,6.473310e-002
5.438276e+002,6.449498e-002
5.447919e+002,6.458351e-002
5.457561e+002,6.470271e-002
5.467203e+002,6.483199e-002
5.476846e+002,6.501479e-002
5.486488e+002,6.503415e-002
5.496130e+002,6.470837e-002
5.505773e+002,6.426026e-002
5.515415e+002,6.400589e-002
5.525057e+002,6.392703e-002
5.534700e+002,6.385829e-002
5.544342e+002,6.384243e-002
5.553984e+002,6.394949e-002
5.563627e+002,6.402133e-002
5.573269e+002,6.394700e-002
5.582911e+002,6.395007e-002
5.592554e+002,6.423410e-002
5.602196e+002,6.462865e-002
5.611838e+002,6.488715e-002
5.621481e+002,6.508796e-002
5.631123e+002,6.539426e-002
5.640765e+002,6.569319e-002
5.650408e+002,6.583872e-002
5.660050e+002,6.596031e-002
5.669692e+002,6.621274e-002
5.679335e+002,6.645991e-002
5.688977e+002,6.653343e-002
5.698619e+002,6.657445e-002
5.708262e+002,6.675266e-002
5.717904e+002,6.694531e-002
5.727546e+002,6.699511e-002
5.737189e+002,6.702426e-002
5.746831e+002,6.718664e-002
5.756473e+002,6.734880e-002
5.766116e+002,6.735685e-002
5.775758e+002,6.738847e-002
5.785400e+002,6.767263e-002
5.795043e+002,6.810884e-002
5.804685e+002,6.845041e-002
5.814327e+002,6.868003e-002
5.823970e+002,6.890562e-002
5.833612e+002,6.909271e-002
5.843254e+002,6.918475e-002
5.852897e+002,6.929076e-002
5.862539e+002,6.948428e-002
5.872181e+002,6.960748e-002
5.881824e+002,6.950609e-002
5.891466e+002,6.929360e-002
5.901108e+002,6.913502e-002
5.910751e+002,6.899549e-002
5.920393e+002,6.879163e-002
5.930035e+002,6.861646e-002
5.939678e+002,6.856652e-002
5.949320e+002,6.852703e-002
5.958962e+002,6.838028e-002
5.968605e+002,6.821734e-002
5.978247e+002,6.816772e-002
5.987889e+002,6.817660e-002
5.997532e+002,6.813578e-002
6.007174e+002,6.807151e-002
6.016816e+002,6.802129e-002
6.026459e+002,6.791140e-002
6.036101e+002,6.771630e-002
6.045743e+002,6.755218e-002
6.055386e+002,6.748119e-002
6.065028e+002,6.740177e-002
6.074670e+002,6.726516e-002
6.084313e+002,6.718300e-002
6.093955e+002,6.717921e-002
6.103597e+002,6.707526e-002
6.113240e+002,6.678507e-002
6.122882e+002,6.648119e-002
6.132524e+002,6.632397e-002
6.142167e+002,6.621135e-002
6.151809e+002,6.599402e-002
6.161451e+002,6.569562e-002
6.171094e+002,6.539049e-002
6.180736e+002,6.504411e-002
6.190378e+002,6.464761e-002
6.200021e+002,6.431363e-002
6.209663e+002,6.408691e-002
6.219305e+002,6.386109e-002
6.228948e+002,6.359932e-002
6.238590e+002,6.342632e-002
6.248232e+002,6.338199e-002
6.257875e+002,6.329209e-002
6.267517e+002,6.305729e-002
6.277159e+002,6.282231e-002
6.286802e+002,6.271040e-002
6.296444e+002,6.263710e-002
6.306086e+002,6.253465e-002
6.315729e+002,6.252524e-002
6.325371e+002,6.269486e-002
6.335013e+002,6.290576e-002
6.344656e+002,6.302170e-002
6.354298e+002,6.308806e-002
6.363940e+002,6.314289e-002
6.373583e+002,6.307932e-002
6.383225e+002,6.286091e-002
6.392867e+002,6.266309e-002
6.402510e+002,6.261639e-002
6.412152e+002,6.263163e-002
6.421794e+002,6.261222e-002
6.431437e+002,6.263706e-002
6.441079e+002,6.276457e-002
6.450721e+002,6.286313e-002
6.460364e+002,6.283373e-002
6.470006e+002,6.277928e-002
6.479648e+002,6.281018e-002
6.489291e+002,6.286670e-002
6.498933e+002,6.289553e-002
6.508575e+002,6.299806e-002
