Wavenumber;Absorbance
3999,6401;0,003762251
3998,6735362781956;0,005957386
3997,7069725563906;0,008319448
3996,7404088345866;0,008700258
3995,7738451127816;0,007596963
3994,8072813909776;0,0063929525
3993,8407176691726;0,0048409915
3992,8741539473685;0,002519617
3991,9075902255636;0,00094275817
3990,9410265037595;0,0017255652
3989,9744627819546;0,004237141
3989,0078990601505;0,006779009
3988,0413353383456;0,00927078
3987,0747716165415;0,011940749
3986,1082078947366;0,013366529
3985,1416441729325;0,012670197
3984,1750804511275;0,011833277
3983,2085167293235;0,013576005
3982,2419530075185;0,018464413
3981,2753892857145;0,023783572
3980,3088255639095;0,02622947
3979,3422618421055;0,026130965
3978,3756981203005;0,025476312
3977,4091343984965;0,02506668
3976,4425706766915;0,025140332
3975,4760069548865;0,02525603
3974,5094432330825;0,024410158
3973,5428795112775;0,02267003
3972,5763157894735;0,021717208
3971,6097520676685;0,02289047
3970,6431883458645;0,025808368
3969,6766246240595;0,029164895
3968,7100609022555;0,032277163
3967,7434971804505;0,03458711
3966,7769334586465;0,035267368
3965,8103697368415;0,034317803
3964,8438060150374;0,03283697
3963,8772422932325;0,03160766
3962,9106785714284;0,030278467
3961,9441148496235;0,028574338
3960,9775511278194;0,027352963
3960,0109874060145;0,027496044
3959,0444236842104;0,028732194
3958,0778599624055;0,029881602
3957,1112962406014;0,029973755
3956,1447325187964;0,028597906
3955,1781687969924;0,026023546
3954,2116050751874;0,023222791
3953,2450413533834;0,021305224
3952,2784776315784;0,020443387
3951,3119139097744;0,019853916
3950,3453501879694;0,019124363
3949,3787864661654;0,018756723
3948,4122227443604;0,018882534
3947,4456590225564;0,018448994
3946,4790953007514;0,0167552
3945,5125315789473;0,014846201
3944,5459678571424;0,014228356
3943,5794041353383;0,015096941
3942,6128404135334;0,016410688
3941,6462766917293;0,016955638
3940,6797129699244;0,016261408
3939,7131492481203;0,01451639
3938,7465855263154;0,012260124
3937,7800218045113;0,010145504
3936,8134580827063;0,008588143
3935,8468943609023;0,007386407
3934,8803306390973;0,006337878
3933,9137669172933;0,0057668956
3932,9472031954883;0,0058912155
3931,9806394736843;0,0062296647
3931,0140757518793;0,006388447
3930,0475120300753;0,006906413
3929,0809483082703;0,008313369
3928,1143845864663;0,009898725
3927,1478208646613;0,010301755
3926,1812571428572;0,009289871
3925,2146934210523;0,007860117
3924,2481296992482;0,0066285287
3923,2815659774433;0,005489068
3922,3150022556392;0,0042725755
3921,3484385338343;0,0029366026
3920,38187481203;0,0013977864
3919,4153110902253;-0,00019952048
3918,448747368421;-0,0013415773
3917,4821836466162;-0,0017329603
3916,515619924812;-0,0019805704
3915,5490562030072;-0,002946927
3914,582492481203;-0,004759047
3913,6159287593982;-0,006834963
3912,649365037594;-0,008763635
3911,682801315789;-0,010415173
3910,716237593985;-0,011556815
3909,74967387218;-0,011996899
3908,783110150376;-0,012055524
3907,816546428571;-0,012338448
3906,8499827067662;-0,01305788
3905,883418984962;-0,0140293455
3904,9168552631572;-0,015075458
3903,950291541353;-0,016071292
3902,983727819548;-0,016814377
3902,017164097744;-0,01727117
3901,050600375939;-0,017670797
3900,084036654135;-0,018025652
3899,11747293233;-0,017962487
3898,150909210526;-0,017424528
3897,184345488721;-0,017154675
3896,217781766917;-0,017657785
3895,251218045112;-0,018372659
3894,284654323308;-0,018612392
3893,318090601503;-0,0186169
3892,351526879699;-0,019071074
3891,384963157894;-0,019952524
3890,41839943609;-0,020666128
3889,451835714285;-0,020959256
3888,485271992481;-0,021013558
3887,518708270676;-0,020830419
3886,552144548872;-0,020256475
3885,585580827067;-0,01944516
3884,619017105263;-0,018676542
3883,652453383458;-0,017953109
3882,685889661654;-0,017230952
3881,719325939849;-0,016841311
3880,752762218045;-0,017089026
3879,78619849624;-0,017639015
3878,819634774436;-0,017923286
3877,853071052631;-0,017764095
3876,886507330827;-0,017264292
3875,919943609022;-0,016379597
3874,953379887218;-0,015196831
3873,986816165413;-0,014304992
3873,020252443609;-0,0142087685
3872,053688721804;-0,014466835
3871,087125;-0,014231311
3870,120561278195;-0,013247571
3869,153997556391;-0,011902967
3868,187433834586;-0,010574236
3867,220870112782;-0,0094552925
3866,254306390977;-0,008697256
3865,287742669173;-0,008287528
3864,321178947368;-0,007889255
3863,354615225564;-0,0071635167
3862,388051503759;-0,006165904
3861,421487781955;-0,0051583005
3860,45492406015;-0,004258152
3859,488360338346;-0,0035574383
3858,521796616541;-0,0032829393
3857,555232894737;-0,0034515057
3856,588669172932;-0,0036791158
3855,622105451128;-0,0035730156
3854,655541729323;-0,003177499
3853,688978007519;-0,0026789573
3852,722414285714;-0,0019730832
3851,75585056391;-0,00086999
3850,789286842105;0,00045765645
3849,822723120301;0,0015621603
3848,856159398496;0,002145951
3847,889595676692;0,0021566064
3846,923031954887;0,001747355
3845,956468233083;0,0012794319
3844,989904511278;0,0012144354
3844,023340789474;0,0017585664
3843,056777067669;0,0027208244
3842,090213345865;0,0038494251
3841,12364962406;0,005056854
3840,157085902256;0,006202641
3839,190522180451;0,00698816
3838,223958458646;0,007316783
3837,257394736842;0,007437233
3836,290831015037;0,0076657548
3835,324267293233;0,008164382
3834,357703571428;0,009040228
3833,391139849624;0,010320213
3832,424576127819;0,011660716
3831,458012406015;0,0125162285
3830,49144868421;0,012719427
3829,524884962406;0,012654436
3828,558321240601;0,0126689
3827,591757518797;0,012796543
3826,625193796992;0,013048082
3825,658630075188;0,013578774
3824,692066353383;0,014363855
3823,725502631579;0,015063768
3822,758938909774;0,015469562
3821,79237518797;0,015769793
3820,825811466165;0,016131952
3819,859247744361;0,016381303
3818,892684022556;0,016324362
3817,926120300752;0,016128859
3816,959556578947;0,016128033
3815,992992857143;0,016402189
3815,026429135338;0,016764877
3814,0598654135338;0,016987197
3813,093301691729;0,01693159
3812,1267379699248;0,016628593
3811,16017424812;0,016299523
3810,1936105263158;0,016149217
3809,227046804511;0,016097292
3808,2604830827067;0,01585766
3807,293919360902;0,015344256
3806,3273556390977;0,014765053
3805,3607919172928;0,014291152
3804,3942281954887;0,013845304
3803,4276644736838;0,0133349225
3802,4611007518797;0,012837699
3801,4945370300748;0,012456075
3800,5279733082707;0,012140101
3799,5614095864657;0,011756128
3798,5948458646617;0,0112351375
3797,6282821428567;0,010586516
3796,6617184210527;0,00987781
3795,6951546992477;0,009210804
3794,7285909774437;0,008630626
3793,7620272556387;0,00804346
3792,7954635338347;0,007341922
3791,8288998120297;0,006576754
3790,8623360902257;0,005883625
3789,8957723684207;0,005264204
3788,9292086466166;0,0046001542
3787,9626449248117;0,003855476
3786,9960812030076;0,003106399
3786,0295174812027;0,0024185153
3785,0629537593986;0,0018376193
3784,0963900375937;0,0014362145
3783,1298263157896;0,0011757278
3782,1632625939847;0,00075554964
3781,1966988721806;-9,203661e-05
3780,2301351503756;-0,0012323933
3779,2635714285716;-0,0022948862
3778,2970077067666;-0,0031487828
3777,3304439849626;-0,003907165
3776,3638802631576;-0,0045853816
3775,3973165413536;-0,0050699185
3774,4307528195486;-0,005457434
3773,4641890977446;-0,0060770735
3772,4976253759396;-0,0070342375
3771,5310616541356;-0,008037308
3770,5644979323306;-0,008790099
3769,5979342105265;-0,00927811
3768,6313704887216;-0,009585667
3767,6648067669166;-0,009704501
3766,6982430451126;-0,009688689
3765,7316793233076;-0,009764473
3764,7651156015036;-0,010086222
3763,7985518796986;-0,010592925
3762,8319881578946;-0,011169379
3761,8654244360896;-0,0117768645
3760,8988607142855;-0,012341539
3759,9322969924806;-0,01275036
3758,9657332706765;-0,01303698
3757,9991695488716;-0,013360492
3757,0326058270675;-0,013705755
3756,0660421052626;-0,01387809
3755,0994783834585;-0,013844104
3754,1329146616536;-0,013839225
3753,1663509398495;-0,013980035
3752,1997872180445;-0,014104536
3751,2332234962405;-0,01409841
3750,2666597744355;-0,014088851
3749,3000960526315;-0,014157586
3748,3335323308265;-0,014156848
3747,3669686090225;-0,014009487
3746,4004048872175;-0,013881331
3745,4338411654135;-0,0138778975
3744,4672774436085;-0,013849303
3743,5007137218045;-0,013649118
3742,5341499999995;-0,013352105
3741,5675862781954;-0,013042028
3740,6010225563905;-0,012663059
3739,6344588345864;-0,012223167
3738,6678951127815;-0,011865085
3737,7013313909774;-0,01159553
3736,7347676691725;-0,011252331
3735,7682039473684;-0,010805772
3734,8016402255635;-0,010356132
3733,8350765037594;-0,009698928
3732,8685127819545;-0,008087266
3731,9019490601504;-0,0046903826
3730,9353853383454;-0,00078827195
3729,9688216165414;0,00031137277
3729,0022578947364;-0,00030654733
3728,0356941729324;-0,00046822967
3727,0691304511274;0,0004094978
3726,1025667293234;0,0021151179
3725,1360030075184;0,0042212484
3724,1694392857144;0,006253598
3723,2028755639094;0,007881474
3722,2363118421054;0,00903654
3721,2697481203004;0,009955711
3720,3031843984963;0,010920593
3719,3366206766914;0,012011289
