Wavenumber;Absorbance
3999,6401;0,0061400286
3998,6735362781956;0,003200885
3997,7069725563906;0,002701253
3996,7404088345866;0,0028315682
3995,7738451127816;0,0034473264
3994,8072813909776;0,004774857
3993,8407176691726;0,005486082
3992,8741539473685;0,0045426614
3991,9075902255636;0,003461354
3990,9410265037595;0,004000785
3989,9744627819546;0,0056393556
3989,0078990601505;0,0068023326
3988,0413353383456;0,0075439266
3987,0747716165415;0,008568474
3986,1082078947366;0,009419233
3985,1416441729325;0,009830222
3984,1750804511275;0,01146815
3983,2085167293235;0,01634872
3982,2419530075185;0,024139203
3981,2753892857145;0,03029893
3980,3088255639095;0,030169874
3979,3422618421055;0,025941724
3978,3756981203005;0,022323133
3977,4091343984965;0,020885704
3976,4425706766915;0,021618467
3975,4760069548865;0,023493664
3974,5094432330825;0,024803525
3973,5428795112775;0,024979563
3972,5763157894735;0,025128115
3971,6097520676685;0,026132865
3970,6431883458645;0,02766442
3969,6766246240595;0,029129213
3968,7100609022555;0,030579835
3967,7434971804505;0,03195179
3966,7769334586465;0,03269587
3965,8103697368415;0,032857377
3964,8438060150374;0,03322882
3963,8772422932325;0,033853754
3962,9106785714284;0,033577953
3961,9441148496235;0,03184499
3960,9775511278194;0,029777227
3960,0109874060145;0,02855084
3959,0444236842104;0,028250346
3958,0778599624055;0,02824847
3957,1112962406014;0,028128402
3956,1447325187964;0,027638819
3955,1781687969924;0,026592571
3954,2116050751874;0,02519837
3953,2450413533834;0,023839118
3952,2784776315784;0,022344831
3951,3119139097744;0,020293687
3950,3453501879694;0,018178172
3949,3787864661654;0,017114978
3948,4122227443604;0,017318478
3947,4456590225564;0,017474918
3946,4790953007514;0,016551448
3945,5125315789473;0,015356579
3944,5459678571424;0,0152785955
3943,5794041353383;0,016396787
3942,6128404135334;0,017470468
3941,6462766917293;0,017233144
3940,6797129699244;0,015612216
3939,7131492481203;0,0133885
3938,7465855263154;0,011311819
3937,7800218045113;0,009809549
3936,8134580827063;0,0088469265
3935,8468943609023;0,0079454845
3934,8803306390973;0,0070024705
3933,9137669172933;0,006533462
3932,9472031954883;0,0067264764
3931,9806394736843;0,006931326
3931,0140757518793;0,006716078
3930,0475120300753;0,006799573
3929,0809483082703;0,007965429
3928,1143845864663;0,00968993
3927,1478208646613;0,010530907
3926,1812571428572;0,009898691
3925,2146934210523;0,00851809
3924,2481296992482;0,007087738
3923,2815659774433;0,005724255
3922,3150022556392;0,0043595843
3921,3484385338343;0,0029258279
3920,38187481203;0,0013467647
3919,4153110902253;-0,0001823977
3918,448747368421;-0,0011793276
3917,4821836466162;-0,0014738827
3916,515619924812;-0,0017411117
3915,5490562030072;-0,0028019014
3914,582492481203;-0,0047449875
3913,6159287593982;-0,006985071
3912,649365037594;-0,009043389
3911,682801315789;-0,010672173
3910,716237593985;-0,011633726
3909,74967387218;-0,011868567
3908,783110150376;-0,01181801
3907,816546428571;-0,012079113
3906,8499827067662;-0,012829375
3905,883418984962;-0,013912043
3904,9168552631572;-0,015144869
3903,950291541353;-0,016296694
3902,983727819548;-0,017051594
3902,017164097744;-0,017375346
3901,050600375939;-0,017579611
3900,084036654135;-0,017746251
3899,11747293233;-0,017536366
3898,150909210526;-0,016938068
3897,184345488721;-0,016712362
3896,217781766917;-0,017307533
3895,251218045112;-0,018095197
3894,284654323308;-0,018370911
3893,318090601503;-0,018362971
3892,351526879699;-0,018716818
3891,384963157894;-0,01941094
3890,41839943609;-0,019938948
3889,451835714285;-0,020176047
3888,485271992481;-0,02037742
3887,518708270676;-0,020530188
3886,552144548872;-0,020367492
3885,585580827067;-0,019853143
3884,619017105263;-0,01910735
3883,652453383458;-0,018099518
3882,685889661654;-0,016933002
3881,719325939849;-0,016173808
3880,752762218045;-0,01631533
3879,78619849624;-0,017079534
3878,819634774436;-0,017838832
3877,853071052631;-0,018229645
3876,886507330827;-0,018116554
3875,919943609022;-0,017280627
3874,953379887218;-0,015761713
